timestamp,sentence,sat_id,elevation,snr_db
2026-09-12T03:09:17.234964,$GPGSV,05,,25
2026-09-12T03:09:17.234964,$GPGSV,06,,42
2026-09-12T03:09:17.234964,$GPGSV,11,,43
2026-09-12T03:09:17.234964,$GPGSV,12,,44
2026-09-12T03:09:17.235982,$GPGSV,13,,38
2026-09-12T03:09:17.235982,$GPGSV,17,,25
2026-09-12T03:09:17.235982,$GPGSV,19,,41
2026-09-12T03:09:17.235982,$GPGSV,21,,46
2026-09-12T03:09:17.236964,$GPGSV,22,,43
2026-09-12T03:09:17.236964,$GPGSV,41,,47
2026-09-12T03:09:17.236964,$GPGSV,42,,45
2026-09-12T03:09:17.236964,$GPGSV,50,,41
2026-09-12T03:09:17.237905,$GPGSV,05,,27
2026-09-12T03:09:17.237905,$GPGSV,06,,41
2026-09-12T03:09:17.237905,$GPGSV,09,,23
2026-09-12T03:09:17.237905,$GPGSV,11,,46
2026-09-12T03:09:17.238847,$GPGSV,12,,42
2026-09-12T03:09:17.238847,$GPGSV,13,,39
2026-09-12T03:09:17.238847,$GPGSV,17,,24
2026-09-12T03:09:17.238847,$GPGSV,21,,48
2026-09-12T03:09:17.242029,$GLGSV,67,,29
2026-09-12T03:09:17.242029,$GLGSV,68,,37
2026-09-12T03:09:17.242029,$GLGSV,69,,18
2026-09-12T03:09:17.242029,$GLGSV,73,,40
2026-09-12T03:09:17.243704,$GLGSV,80,,47
2026-09-12T03:09:17.243704,$GLGSV,82,,28
2026-09-12T03:09:17.243704,$GLGSV,83,,42
2026-09-12T03:09:17.243704,$GLGSV,84,,19
2026-09-12T03:09:17.245020,$GLGSV,67,,25
2026-09-12T03:09:17.245020,$GLGSV,68,,44
2026-09-12T03:09:17.245020,$GLGSV,69,,19
2026-09-12T03:09:17.245020,$GLGSV,73,,41
2026-09-12T03:09:17.245947,$GLGSV,80,,49
2026-09-12T03:09:17.245947,$GLGSV,82,,27
2026-09-12T03:09:17.245947,$GLGSV,83,,40
2026-09-12T03:09:17.245947,$GLGSV,84,,18
2026-09-12T03:09:17.247463,$GAGSV,02,,50
2026-09-12T03:09:17.247463,$GAGSV,25,,50
2026-09-12T03:09:17.247463,$GAGSV,34,,40
2026-09-12T03:09:17.247463,$GAGSV,36,,49
2026-09-12T03:09:17.248362,$GAGSV,02,,44
2026-09-12T03:09:17.248362,$GAGSV,18,,45
2026-09-12T03:09:17.248362,$GAGSV,25,,46
2026-09-12T03:09:17.248362,$GAGSV,34,,37
2026-09-12T03:09:17.248950,$GAGSV,36,,44
2026-09-12T03:09:17.251451,$GBGSV,06,,46
2026-09-12T03:09:17.251451,$GBGSV,07,,07
2026-09-12T03:09:17.251451,$GBGSV,08,,42
2026-09-12T03:09:17.251451,$GBGSV,09,,46
2026-09-12T03:09:17.252227,$GBGSV,13,,45
2026-09-12T03:09:17.252227,$GBGSV,23,,44
2026-09-12T03:09:17.252227,$GBGSV,25,,30
2026-09-12T03:09:17.252786,$GBGSV,09,,47
2026-09-12T03:09:18.244758,$GPGSV,06,,42
2026-09-12T03:09:18.244758,$GPGSV,11,,43
2026-09-12T03:09:18.244758,$GPGSV,12,,44
2026-09-12T03:09:18.244758,$GPGSV,13,,38
2026-09-12T03:09:18.245773,$GPGSV,17,,26
2026-09-12T03:09:18.245773,$GPGSV,19,,41
2026-09-12T03:09:18.245773,$GPGSV,21,,46
2026-09-12T03:09:18.245773,$GPGSV,22,,43
2026-09-12T03:09:18.246589,$GPGSV,41,,47
2026-09-12T03:09:18.246589,$GPGSV,42,,45
2026-09-12T03:09:18.246589,$GPGSV,50,,41
2026-09-12T03:09:18.247510,$GPGSV,05,,27
2026-09-12T03:09:18.247510,$GPGSV,06,,41
2026-09-12T03:09:18.247510,$GPGSV,09,,23
2026-09-12T03:09:18.247510,$GPGSV,11,,46
2026-09-12T03:09:18.248427,$GPGSV,12,,43
2026-09-12T03:09:18.248427,$GPGSV,13,,39
2026-09-12T03:09:18.248427,$GPGSV,17,,24
2026-09-12T03:09:18.248427,$GPGSV,21,,48
