timestamp,sentence,sat_id,elevation,snr_db
2026-07-18T15:08:05.303437,$GPGSV,10,,35
2026-07-18T15:08:05.303437,$GPGSV,12,,29
2026-07-18T15:08:05.303437,$GPGSV,13,,41
2026-07-18T15:08:05.303437,$GPGSV,18,,39
2026-07-18T15:08:05.304727,$GPGSV,23,,41
2026-07-18T15:08:05.304727,$GPGSV,24,,24
2026-07-18T15:08:05.304727,$GPGSV,25,,32
2026-07-18T15:08:05.304727,$GPGSV,28,,43
2026-07-18T15:08:05.305786,$GPGSV,32,,35
2026-07-18T15:08:05.305786,$GPGSV,40,,41
2026-07-18T15:08:05.305786,$GPGSV,41,,45
2026-07-18T15:08:05.305786,$GPGSV,42,,46
2026-07-18T15:08:05.306768,$GPGSV,10,,37
2026-07-18T15:08:05.306768,$GPGSV,12,,35
2026-07-18T15:08:05.306768,$GPGSV,13,,40
2026-07-18T15:08:05.306768,$GPGSV,18,,44
2026-07-18T15:08:05.307755,$GPGSV,23,,42
2026-07-18T15:08:05.307755,$GPGSV,24,,28
2026-07-18T15:08:05.307755,$GPGSV,25,,37
2026-07-18T15:08:05.307755,$GPGSV,28,,41
2026-07-18T15:08:05.308343,$GPGSV,32,,41
2026-07-18T15:08:05.310632,$GLGSV,71,,41
2026-07-18T15:08:05.310632,$GLGSV,72,,25
2026-07-18T15:08:05.310632,$GLGSV,73,,39
2026-07-18T15:08:05.310632,$GLGSV,74,,39
2026-07-18T15:08:05.311515,$GLGSV,75,,31
2026-07-18T15:08:05.311515,$GLGSV,86,,43
2026-07-18T15:08:05.311515,$GLGSV,87,,43
2026-07-18T15:08:05.312524,$GLGSV,71,,42
2026-07-18T15:08:05.312524,$GLGSV,72,,38
2026-07-18T15:08:05.312524,$GLGSV,73,,37
2026-07-18T15:08:05.312524,$GLGSV,75,,21
2026-07-18T15:08:05.313186,$GLGSV,86,,44
2026-07-18T15:08:05.314809,$GAGSV,03,,45
2026-07-18T15:08:05.314809,$GAGSV,05,,48
2026-07-18T15:08:05.314809,$GAGSV,15,,42
2026-07-18T15:08:05.314809,$GAGSV,16,,36
2026-07-18T15:08:05.315873,$GAGSV,25,,40
2026-07-18T15:08:05.315873,$GAGSV,32,,44
2026-07-18T15:08:05.315873,$GAGSV,34,,50
2026-07-18T15:08:05.315873,$GAGSV,36,,47
2026-07-18T15:08:05.316837,$GAGSV,03,,41
2026-07-18T15:08:05.316837,$GAGSV,05,,38
2026-07-18T15:08:05.316837,$GAGSV,15,,35
2026-07-18T15:08:05.316837,$GAGSV,16,,35
2026-07-18T15:08:05.317766,$GAGSV,25,,28
2026-07-18T15:08:05.317766,$GAGSV,32,,40
2026-07-18T15:08:05.317766,$GAGSV,34,,47
2026-07-18T15:08:05.317766,$GAGSV,36,,43
2026-07-18T15:08:05.319393,$GBGSV,06,,39
2026-07-18T15:08:05.319393,$GBGSV,07,,48
2026-07-18T15:08:05.319393,$GBGSV,09,,44
2026-07-18T15:08:05.319393,$GBGSV,10,,45
2026-07-18T15:08:05.320342,$GBGSV,11,,42
2026-07-18T15:08:05.320342,$GBGSV,20,,40
2026-07-18T15:08:05.320342,$GBGSV,30,,44
2026-07-18T15:08:05.320342,$GBGSV,37,,44
2026-07-18T15:08:05.321025,$GBGSV,09,,45
2026-07-18T15:08:05.321025,$GBGSV,10,,47
2026-07-18T15:08:06.302706,$GPGSV,10,,35
2026-07-18T15:08:06.302706,$GPGSV,12,,30
2026-07-18T15:08:06.302706,$GPGSV,13,,41
2026-07-18T15:08:06.302706,$GPGSV,18,,40
2026-07-18T15:08:06.303737,$GPGSV,23,,40
2026-07-18T15:08:06.303737,$GPGSV,24,,24
2026-07-18T15:08:06.303737,$GPGSV,25,,33
2026-07-18T15:08:06.303737,$GPGSV,28,,43
2026-07-18T15:08:06.304687,$GPGSV,32,,35
2026-07-18T15:08:06.304687,$GPGSV,40,,41
2026-07-18T15:08:06.304687,$GPGSV,41,,45
2026-07-18T15:08:06.304687,$GPGSV,42,,46
2026-07-18T15:08:06.305775,$GPGSV,10,,37
2026-07-18T15:08:06.305775,$GPGSV,12,,35
2026-07-18T15:08:06.305775,$GPGSV,13,,41
2026-07-18T15:08:06.305775,$GPGSV,18,,44
2026-07-18T15:08:06.306989,$GPGSV,23,,42
2026-07-18T15:08:06.306989,$GPGSV,24,,27
2026-07-18T15:08:06.306989,$GPGSV,25,,37
2026-07-18T15:08:06.306989,$GPGSV,28,,41
2026-07-18T15:08:06.307724,$GPGSV,32,,41
2026-07-18T15:08:06.310125,$GLGSV,71,,41
2026-07-18T15:08:06.310125,$GLGSV,72,,22
2026-07-18T15:08:06.310125,$GLGSV,73,,39
2026-07-18T15:08:06.310125,$GLGSV,74,,39
2026-07-18T15:08:06.310990,$GLGSV,75,,32
2026-07-18T15:08:06.310990,$GLGSV,86,,43
2026-07-18T15:08:06.310990,$GLGSV,87,,44
2026-07-18T15:08:06.312160,$GLGSV,71,,42
2026-07-18T15:08:06.312160,$GLGSV,72,,38
2026-07-18T15:08:06.312160,$GLGSV,73,,37
2026-07-18T15:08:06.312160,$GLGSV,75,,18
2026-07-18T15:08:06.312954,$GLGSV,86,,44
2026-07-18T15:08:06.314711,$GAGSV,03,,46
2026-07-18T15:08:06.314711,$GAGSV,05,,48
2026-07-18T15:08:06.314711,$GAGSV,15,,42
2026-07-18T15:08:06.314711,$GAGSV,16,,36
2026-07-18T15:08:06.315776,$GAGSV,25,,40
2026-07-18T15:08:06.315776,$GAGSV,32,,44
2026-07-18T15:08:06.315776,$GAGSV,34,,50
2026-07-18T15:08:06.315776,$GAGSV,36,,47
2026-07-18T15:08:06.316751,$GAGSV,03,,42
2026-07-18T15:08:06.316751,$GAGSV,05,,38
2026-07-18T15:08:06.316751,$GAGSV,15,,35
2026-07-18T15:08:06.316751,$GAGSV,16,,35
2026-07-18T15:08:06.317695,$GAGSV,25,,28
2026-07-18T15:08:06.317695,$GAGSV,32,,40
2026-07-18T15:08:06.317695,$GAGSV,34,,47
2026-07-18T15:08:06.317695,$GAGSV,36,,43
2026-07-18T15:08:06.319327,$GBGSV,06,,39
2026-07-18T15:08:06.319327,$GBGSV,07,,48
