timestamp,sentence,sat_id,elevation,snr_db
2026-09-12T05:56:53.213877,$GPGSV,05,,45
2026-09-12T05:56:53.213877,$GPGSV,11,,42
2026-09-12T05:56:53.213877,$GPGSV,12,,43
2026-09-12T05:56:53.213877,$GPGSV,13,,33
2026-09-12T05:56:53.215373,$GPGSV,15,,44
2026-09-12T05:56:53.215373,$GPGSV,20,,47
2026-09-12T05:56:53.215373,$GPGSV,21,,40
2026-09-12T05:56:53.215373,$GPGSV,29,,41
2026-09-12T05:56:53.216704,$GPGSV,41,,47
2026-09-12T05:56:53.216704,$GPGSV,42,,45
2026-09-12T05:56:53.216704,$GPGSV,50,,38
2026-09-12T05:56:53.218133,$GPGSV,05,,43
2026-09-12T05:56:53.218133,$GPGSV,11,,41
2026-09-12T05:56:53.218133,$GPGSV,12,,43
2026-09-12T05:56:53.218133,$GPGSV,13,,34
2026-09-12T05:56:53.219550,$GPGSV,15,,42
2026-09-12T05:56:53.219550,$GPGSV,20,,49
2026-09-12T05:56:53.219550,$GPGSV,21,,43
2026-09-12T05:56:53.219550,$GPGSV,25,,33
2026-09-12T05:56:53.220603,$GPGSV,29,,38
2026-09-12T05:56:53.224079,$GLGSV,69,,47
2026-09-12T05:56:53.224079,$GLGSV,70,,49
2026-09-12T05:56:53.224079,$GLGSV,71,,24
2026-09-12T05:56:53.224079,$GLGSV,73,,21
2026-09-12T05:56:53.225428,$GLGSV,74,,19
2026-09-12T05:56:53.225428,$GLGSV,83,,27
2026-09-12T05:56:53.225428,$GLGSV,84,,48
2026-09-12T05:56:53.226833,$GLGSV,69,,48
2026-09-12T05:56:53.226833,$GLGSV,70,,51
2026-09-12T05:56:53.226833,$GLGSV,71,,28
2026-09-12T05:56:53.226833,$GLGSV,73,,29
2026-09-12T05:56:53.227987,$GLGSV,83,,24
2026-09-12T05:56:53.227987,$GLGSV,84,,46
2026-09-12T05:56:53.230389,$GAGSV,02,,45
2026-09-12T05:56:53.230389,$GAGSV,03,,48
2026-09-12T05:56:53.230389,$GAGSV,05,,41
2026-09-12T05:56:53.230389,$GAGSV,15,,34
2026-09-12T05:56:53.231660,$GAGSV,30,,46
2026-09-12T05:56:53.231660,$GAGSV,34,,49
2026-09-12T05:56:53.231660,$GAGSV,36,,24
2026-09-12T05:56:53.232883,$GAGSV,02,,41
2026-09-12T05:56:53.232883,$GAGSV,03,,39
