timestamp,sentence,sat_id,elevation,snr_db
2026-04-18T00:37:53.258961,$GPGSV,10,,46
2026-04-18T00:37:53.258961,$GPGSV,25,,37
2026-04-18T00:37:53.258961,$GPGSV,26,,36
2026-04-18T00:37:53.258961,$GPGSV,28,,39
2026-04-18T00:37:53.261257,$GPGSV,31,,37
2026-04-18T00:37:53.261257,$GPGSV,32,,47
2026-04-18T00:37:53.261257,$GPGSV,41,,27
2026-04-18T00:37:53.261257,$GPGSV,50,,41
2026-04-18T00:37:53.263453,$GPGSV,10,,45
2026-04-18T00:37:53.263453,$GPGSV,26,,31
2026-04-18T00:37:53.263453,$GPGSV,28,,45
2026-04-18T00:37:53.263453,$GPGSV,31,,42
2026-04-18T00:37:53.264759,$GPGSV,32,,42
2026-04-18T00:37:53.272172,$GLGSV,68,,46
2026-04-18T00:37:53.272172,$GLGSV,69,,42
2026-04-18T00:37:53.272172,$GLGSV,70,,42
2026-04-18T00:37:53.272172,$GLGSV,73,,21
2026-04-18T00:37:53.274190,$GLGSV,79,,40
2026-04-18T00:37:53.274190,$GLGSV,80,,45
2026-04-18T00:37:53.276324,$GLGSV,68,,41
2026-04-18T00:37:53.276324,$GLGSV,69,,46
2026-04-18T00:37:53.276324,$GLGSV,70,,37
2026-04-18T00:37:53.276324,$GLGSV,73,,19
2026-04-18T00:37:53.277609,$GLGSV,79,,39
2026-04-18T00:37:53.277609,$GLGSV,80,,44
2026-04-18T00:37:53.279881,$GAGSV,04,,48
2026-04-18T00:37:53.279881,$GAGSV,06,,44
2026-04-18T00:37:53.279881,$GAGSV,09,,34
2026-04-18T00:37:53.279881,$GAGSV,10,,21
2026-04-18T00:37:53.281157,$GAGSV,11,,17
2026-04-18T00:37:53.281157,$GAGSV,12,,22
2026-04-18T00:37:53.281157,$GAGSV,19,,36
2026-04-18T00:37:53.281157,$GAGSV,23,,44
2026-04-18T00:37:53.281769,$GAGSV,31,,50
2026-04-18T00:37:53.282817,$GAGSV,04,,38
2026-04-18T00:37:53.282817,$GAGSV,06,,43
