timestamp,sentence,sat_id,elevation,snr_db
2026-04-17T03:06:26.215166,$GPGSV,03,,25
2026-04-17T03:06:26.215166,$GPGSV,04,,41
2026-04-17T03:06:26.215166,$GPGSV,08,,44
2026-04-17T03:06:26.215166,$GPGSV,16,,46
2026-04-17T03:06:26.219130,$GPGSV,26,,42
2026-04-17T03:06:26.219130,$GPGSV,27,,36
2026-04-17T03:06:26.219130,$GPGSV,31,,34
2026-04-17T03:06:26.219130,$GPGSV,32,,22
2026-04-17T03:06:26.222647,$GPGSV,40,,38
2026-04-17T03:06:26.222647,$GPGSV,41,,48
2026-04-17T03:06:26.222647,$GPGSV,42,,48
2026-04-17T03:06:26.226797,$GPGSV,03,,20
2026-04-17T03:06:26.226797,$GPGSV,04,,43
2026-04-17T03:06:26.226797,$GPGSV,08,,38
2026-04-17T03:06:26.226797,$GPGSV,26,,42
2026-04-17T03:06:26.230276,$GPGSV,27,,34
2026-04-17T03:06:26.230276,$GPGSV,28,,15
2026-04-17T03:06:26.230276,$GPGSV,31,,33
2026-04-17T03:06:26.230276,$GPGSV,32,,26
2026-04-17T03:06:26.235171,$GLGSV,68,,41
2026-04-17T03:06:26.235171,$GLGSV,69,,48
2026-04-17T03:06:26.235171,$GLGSV,70,,51
2026-04-17T03:06:26.235171,$GLGSV,73,,37
2026-04-17T03:06:26.237190,$GLGSV,79,,22
2026-04-17T03:06:26.237190,$GLGSV,80,,48
2026-04-17T03:06:26.239467,$GLGSV,68,,32
2026-04-17T03:06:26.239467,$GLGSV,69,,44
2026-04-17T03:06:26.239467,$GLGSV,70,,49
2026-04-17T03:06:26.239467,$GLGSV,73,,33
2026-04-17T03:06:26.240822,$GLGSV,79,,15
2026-04-17T03:06:26.240822,$GLGSV,80,,46
2026-04-17T03:06:26.242923,$GAGSV,02,,51
2026-04-17T03:06:26.242923,$GAGSV,03,,50
2026-04-17T03:06:26.242923,$GAGSV,05,,42
2026-04-17T03:06:26.242923,$GAGSV,08,,43
2026-04-17T03:06:26.243699,$GAGSV,25,,34
